transmitter_no,shipname,begin_date,end_date,registered_gear_type,length,width,num_messages,date_first_broadcast,date_last_broadcast,registered_fishing_region
4521350,JIMMY WIJAYA 26,7/6/2016 0:00:00,7/5/2017 0:00:00,Longline Tuna,23.61,5.68,3938,1/8/2016 23:34:00,5/21/2017 8:49:00,"572, 573"
4521462,CEMARA LAUT INDAH - II,7/19/2017 0:00:00,7/18/2018 0:00:00,Purse Seine Small Pelagics,23.35,6.89,493,5/16/2017 0:36:00,6/20/2017 23:56:00,711
4521465,INDAH JAYA MAKMUR - V,11/5/2016 0:00:00,11/4/2017 0:00:00,"Squid hooking,Squid hooking",25.12,6.96,6382,9/5/2016 0:53:00,6/20/2017 23:44:00,"718,715, 718"
4521476,INKA MINA 217,8/13/2016 0:00:00,8/12/2017 0:00:00,"Purse Seine Small Pelagics,Lampara Seine Nets",18,4.35,3708,8/29/2016 1:00:00,6/17/2017 0:26:00,"715,715"
4521478,INKA MINA 218,8/13/2015 0:00:00,8/12/2016 0:00:00,Purse Seine Small Pelagics,18,4.35,741,7/26/2015 4:35:00,10/2/2016 6:12:00,715
4521479,INKA MINA 214,8/24/2015 0:00:00,8/23/2016 0:00:00,Hand Line Tuna,20,4.5,119,1/4/2016 1:38:00,3/10/2016 14:42:00,715
4521480,INKA MINA 42,7/16/2015 0:00:00,7/15/2016 0:00:00,Purse Seine Small Pelagics,18,4.2,53,3/17/2016 5:13:00,5/7/2016 4:18:00,715
4521481,INKA MINA 219,8/25/2015 0:00:00,8/24/2016 0:00:00,Purse Seine Big Pelagics with one boat,20,4.5,128,2/21/2016 4:34:00,7/15/2016 13:22:00,716
4521482,INKAMINA 213,8/24/2016 0:00:00,8/23/2017 0:00:00,Hand Line Tuna,20,4.5,102,9/28/2016 23:47:00,6/20/2017 6:35:00,715
4521483,INKA MINA 465,1/14/2017 0:00:00,1/13/2018 0:00:00,"Purse Seine Small Pelagics,Lampara Seine Nets",18,4.35,132,12/22/2016 1:45:00,3/25/2017 14:49:00,"715,715"
4521486,INKA MINA 210,8/31/2015 0:00:00,8/30/2016 0:00:00,Purse Seine Big Pelagics with one boat,20.05,4.05,90,7/10/2015 10:21:00,7/22/2016 8:17:00,716
4521488,INKA MINA 763,12/2/2016 0:00:00,12/1/2017 0:00:00,"Purse Seine Small Pelagics,Lampara Seine Nets",24.42,4.85,125,2/8/2017 3:29:00,5/24/2017 5:34:00,"713,713"
4521489,INDOPRIMA JAYA 2,7/14/2015 0:00:00,7/13/2016 0:00:00,Transporter,28.3,8.38,16553,11/21/2014 4:07:00,2/22/2017 13:22:00,
4521492,BANDAR SENTOSA JAYA - 9,11/24/2016 0:00:00,3/23/2017 0:00:00,Hand Line Tuna,24.07,7.4,4225,10/31/2016 7:42:00,6/15/2017 15:29:00,"718, 715"
4521494,KARYA YOUNGSUN,12/19/2016 0:00:00,12/18/2017 0:00:00,"Purse Seine Small Pelagics,Lampara Seine Nets",20.34,6.2,1920,12/27/2016 3:23:00,6/1/2017 11:51:00,"572,572"
4521495,NELAYAN BARU,10/16/2016 0:00:00,10/15/2017 0:00:00,Stick-Held lift net,20.82,6.35,578,9/20/2016 0:16:00,6/7/2017 4:20:00,711
4521496,SUMBER NELAYAN 12,10/20/2016 0:00:00,10/19/2017 0:00:00,Squid hooking,24.17,6.55,4503,12/14/2016 0:52:00,6/20/2017 23:03:00,718
4521497,SUMBER NELAYAN - 168,10/16/2016 0:00:00,10/15/2017 0:00:00,Squid hooking,24.97,7.65,6665,9/5/2016 0:49:00,6/20/2017 23:32:00,718
4521851,SINAR ARINDO 16,8/13/2016 0:00:00,8/12/2017 0:00:00,Stick-Held lift net,27.11,7.75,8463,1/1/2016 0:23:00,6/20/2017 23:25:00,711
4521852,SINAR ABADI - I,2/20/2017 0:00:00,10/19/2017 0:00:00,Transporter,22.5,7,1863,2/21/2017 8:41:00,6/9/2017 3:55:00,
4522613,BANDAR NELAYAN - 305,11/25/2016 0:00:00,11/24/2017 0:00:00,Squid hooking,24.62,7.65,4114,12/1/2016 2:44:00,6/20/2017 23:19:00,718
4522614,BANDAR NELAYAN 2018,11/25/2016 0:00:00,11/24/2017 0:00:00,Transporter,29.66,8.66,1408,12/1/2016 3:06:00,6/20/2017 22:41:00,
4522615,BANDAR NELAYAN 2017,3/6/2017 0:00:00,3/5/2018 0:00:00,Transporter,32.01,9.5,287,6/8/2017 3:58:00,6/20/2017 23:28:00,
4522616,CHARLIE JAYA - 9,12/9/2016 0:00:00,12/8/2017 0:00:00,Squid hooking,23.9,6,4799,11/29/2016 0:18:00,6/20/2017 23:28:00,718
4522621,BUDI LAUT INDAH,9/23/2016 0:00:00,9/22/2017 0:00:00,"Purse Seine Small Pelagics,Lampara Seine Nets",23.71,6.81,6789,1/4/2016 22:06:00,6/4/2017 9:48:00,"711,711"
4522622,EKA JAYA - 8,11/30/2016 0:00:00,8/29/2017 0:00:00,Purse Seine Big Pelagics with one boat,25.59,7.86,429,11/29/2016 0:17:00,4/17/2017 21:53:00,"572, 573"
4522631,INKA MINA 995,7/2/2016 0:00:00,7/1/2017 0:00:00,Oceanic gillnet,18.5,4.4,1309,1/1/2016 15:54:00,4/21/2017 11:32:00,"715, 717"
4523087,CROWN MARITIM - I,9/19/2016 0:00:00,4/26/2017 0:00:00,"Purse Seine Small Pelagics,Lampara Seine Nets",23.92,6.28,4094,9/19/2016 21:02:00,5/17/2017 9:27:00,"718,718"
4524074,KMC - 102,12/22/2016 0:00:00,12/21/2017 0:00:00,Transporter,30.25,8.87,3481,10/24/2016 2:55:00,6/20/2017 23:35:00,
4525144,HORISON XII,9/12/2016 0:00:00,9/11/2017 0:00:00,Stick-Held lift net,20.45,5.74,578,10/3/2016 3:38:00,6/20/2017 4:02:00,711
4525195,SINERGI INDO KARYA MANDIRI,12/1/2016 0:00:00,11/30/2017 0:00:00,"Purse Seine Small Pelagics,Lampara Seine Nets",20.15,6.9,2254,11/29/2016 0:17:00,6/20/2017 4:00:00,"713,713"
4525196,ARGA KARYA PRIMA - I,10/22/2016 0:00:00,10/21/2017 0:00:00,"Purse Seine Small Pelagics,Lampara Seine Nets",20.59,7.26,2028,9/20/2016 1:57:00,3/23/2017 4:41:00,"713,713"
4527776,MINA SEMPURNA - 19,11/6/2016 0:00:00,11/5/2017 0:00:00,Squid hooking,25.35,7.1,4398,12/14/2016 0:17:00,6/20/2017 23:25:00,718
4528098,LANCAR JAYA MAKMUR,5/5/2016 0:00:00,5/4/2017 0:00:00,"Purse Seine Small Pelagics,Lampara Seine Nets",23.4,6.2,6985,12/11/2014 5:02:00,4/29/2017 0:40:00,"713,713"
4528280,BINTANG ABADI,12/23/2016 0:00:00,12/22/2017 0:00:00,Transporter,28,8.6,2410,12/18/2016 6:33:00,6/16/2017 8:02:00,
4529261,SEMANGAT MITRA BAHARI,5/18/2017 0:00:00,5/17/2018 0:00:00,Purse Seine Big Pelagics with one boat,21.15,5.85,1548,4/12/2017 0:03:00,6/17/2017 5:43:00,"572, 573"
4529262,CITRA SEMANGAT,5/9/2017 0:00:00,5/8/2018 0:00:00,"Purse Seine Small Pelagics,Lampara Seine Nets",23.77,7.06,1432,4/12/2017 3:06:00,6/20/2017 23:16:00,"572, 573,572, 573"
4529448,CHRISTABELLA,12/8/2016 0:00:00,12/7/2017 0:00:00,"Purse Seine Small Pelagics,Lampara Seine Nets",25.15,5,2153,12/3/2016 2:26:00,6/20/2017 4:47:00,"716,716"
4531049,JAYA WIJAYA ,8/15/2016 0:00:00,8/14/2017 0:00:00,Squid hooking,23.76,6.05,6085,1/22/2016 6:29:00,3/13/2017 9:58:00,718
4531050,MULTI JAYA,8/12/2016 0:00:00,8/11/2017 0:00:00,Squid hooking,25.97,7.65,3470,9/19/2016 16:50:00,6/20/2017 23:24:00,718
4531078,TIRTA JAYA BARU - 98,2/1/2017 0:00:00,1/31/2018 0:00:00,Transporter,23.8,7.09,1582,1/4/2017 3:55:00,6/4/2017 11:26:00,
4531452,SEMOGA SUKSES - 10,5/5/2014 0:00:00,5/4/2015 0:00:00,Fish net/dragnet,19.1,5.7,217,1/12/2017 11:58:00,1/30/2017 3:44:00,711
4532210,INDRA V,2/10/2016 0:00:00,2/9/2017 0:00:00,Stick-Held lift net,19.85,5.64,3962,1/1/2016 0:59:00,12/16/2016 8:48:00,711
4532211,SINAR MENTARI - 02,2/9/2017 0:00:00,2/8/2018 0:00:00,Longline Tuna,22.49,6.05,507,5/16/2017 0:39:00,6/9/2017 11:37:00,"572, 573"
4532305,TUN TIANG,12/23/2016 0:00:00,12/22/2017 0:00:00,Lampara Seine Nets,22.55,7.25,30,3/3/2017 9:50:00,3/16/2017 3:25:00,711
4532306,SERASI BERSAMA,3/14/2017 0:00:00,3/13/2018 0:00:00,"Purse Seine Small Pelagics,Lampara Seine Nets",24.7,8,940,3/13/2017 15:15:00,6/11/2017 11:14:00,"572,572"
4532307,4532307,9/6/2014 0:00:00,9/5/2015 0:00:00,Longline Tuna,23.2,6.28,1,9/2/2015 9:17:00,9/2/2015 9:17:00,573
4533202,MAJU JAYA 88,1/21/2016 0:00:00,1/20/2017 0:00:00,Transporter,23.35,7.7,7317,1/1/2016 0:42:00,12/2/2016 1:29:00,
4533258,CHARLY TUNA WIJAYA - 9,9/12/2016 0:00:00,9/11/2017 0:00:00,Longline Tuna,26.12,7.16,929,11/24/2016 2:42:00,1/20/2017 22:37:00,"572, 573"
4534215,VARIA HARAPAN,10/16/2015 0:00:00,10/15/2016 0:00:00,Purse Seine Big Pelagics with one boat,26.04,7.83,12768,10/23/2014 2:42:00,6/17/2017 5:47:00,"572, 573"
4534220,DELI KUDA LAUT,6/8/2017 0:00:00,6/7/2018 0:00:00,Purse Seine Small Pelagics,24.93,6.93,190,6/8/2017 0:03:00,6/20/2017 22:48:00,711
4534321,MAJU SETIA - IX,8/29/2016 0:00:00,8/28/2017 0:00:00,Hand Line Tuna,22.4,6.8,2172,9/2/2016 0:58:00,3/7/2017 1:58:00,718
4534322,MAJU SETIA 5,8/28/2015 0:00:00,8/27/2016 0:00:00,Hand Line Tuna,21.92,6.85,1516,1/1/2016 0:05:00,3/15/2016 15:28:00,718
4534334,4534334,7/23/2015 0:00:00,7/22/2016 0:00:00,Longline Tuna,21.15,6.5,2330,9/16/2014 3:14:00,11/18/2015 16:46:00,"572, 573"
4534399,ANUGERAH BH I,9/1/2015 0:00:00,8/31/2016 0:00:00,Stick-Held lift net,15.68,5.6,3855,9/21/2014 3:31:00,7/27/2016 13:22:00,711
4534480,PRINCESS II,5/25/2016 0:00:00,5/24/2017 0:00:00,Longline Tuna,19.24,5.65,7265,1/1/2016 0:18:00,6/20/2017 23:21:00,"572, 573"
4534550,TENGGIRI 16,7/11/2016 0:00:00,7/10/2017 0:00:00,Hand Line Tuna,16.64,4.2,5013,1/1/2016 0:07:00,6/8/2017 15:45:00,717
4534697,AGRA JAYA 8,12/23/2016 0:00:00,12/22/2017 0:00:00,Purse Seine Big Pelagics with one boat,31.45,8.1,3831,1/3/2017 7:43:00,6/20/2017 23:32:00,572
4535452,USAHA JAYA - III,2/24/2017 0:00:00,2/23/2018 0:00:00,"Lampara Seine Nets,Purse Seine Small Pelagics",23.98,6.37,1605,2/22/2017 1:59:00,6/20/2017 23:02:00,"711,711"
4536106,CEMERLANG 12,8/27/2016 0:00:00,8/26/2017 0:00:00,Basic longline,22.5,6,6080,8/25/2016 0:36:00,6/20/2017 8:49:00,718
4536107,BERKAH MELIMPAH - I,9/17/2015 0:00:00,9/16/2016 0:00:00,"Purse Seine Small Pelagics,Lampara Seine Nets",23.35,8.2,8,9/22/2016 5:29:00,3/1/2017 5:11:00,"711,711"
4536108,4536108,8/31/2015 0:00:00,8/30/2016 0:00:00,Purse Seine Small Pelagics,23.75,7.3,416,10/8/2014 1:21:00,12/2/2015 5:45:00,711
4536109,INDAH JAYA MAKMUR - VII,2/28/2017 0:00:00,2/27/2018 0:00:00,"Purse Seine Small Pelagics,Lampara Seine Nets",25.02,6.84,3782,12/14/2016 0:49:00,6/20/2017 12:21:00,"572, 573,572, 573"
4536110,PANEN LAUT,8/26/2016 0:00:00,8/25/2017 0:00:00,Stick-Held lift net,20.05,5.2,30110,8/12/2016 0:59:00,6/20/2017 23:37:00,711
4536111,SETIA,3/21/2017 0:00:00,3/20/2018 0:00:00,Purse Seine Big Pelagics with one boat,29.04,7.56,1429,4/6/2017 6:05:00,6/20/2017 23:24:00,"572, 573"
4536186,JALA EMAS,10/8/2016 0:00:00,10/7/2017 0:00:00,"Purse Seine Small Pelagics,Lampara Seine Nets",25.05,6.4,1385,9/5/2016 2:31:00,6/20/2017 23:54:00,"711,711"
4536257,ANUGERAH JAYA ABADI - I,10/6/2016 0:00:00,10/5/2017 0:00:00,"Lampara Seine Nets,Purse Seine Small Pelagics",25.39,7.83,980,12/22/2016 9:03:00,6/20/2017 16:26:00,"711,711"
4536258,HARAPAN BARU JAYA,3/29/2017 0:00:00,3/28/2018 0:00:00,Purse Seine Big Pelagics with one boat,28.21,8.16,977,2/21/2017 0:24:00,5/5/2017 10:51:00,"572, 573"
4536259,BANDAR NELAYAN 302,10/10/2016 0:00:00,10/9/2017 0:00:00,Squid hooking,25.01,6.9,5728,9/20/2016 0:41:00,6/20/2017 23:24:00,718
4536939,BINTANG ANUGERAH - I,12/23/2016 0:00:00,12/22/2017 0:00:00,Transporter,30.68,8.2,4188,12/14/2016 0:30:00,6/20/2017 21:40:00,
4537251,INKA MINA 585,3/24/2017 0:00:00,3/23/2018 0:00:00,Longline Tuna,19,4.6,9,4/26/2017 9:50:00,6/2/2017 10:33:00,572
4537356,MINA KENCANA - 09,10/13/2016 0:00:00,10/12/2017 0:00:00,"Purse Seine Small Pelagics,Lampara Seine Nets",29.15,6.5,669,9/13/2016 0:27:00,6/18/2017 22:02:00,"715,715"
4537357,MITRA BAHARI 09,9/8/2016 0:00:00,9/7/2017 0:00:00,Transporter,32.95,6.4,4259,12/14/2016 0:13:00,6/20/2017 23:27:00,
4537358,TENGGIRI 15,9/8/2016 0:00:00,9/7/2017 0:00:00,Hand Line Tuna,16.64,4.2,4620,9/13/2016 0:14:00,6/20/2017 23:04:00,717
4537515,SINAR BAHARI SUKSES,3/17/2017 0:00:00,3/16/2018 0:00:00,"Purse Seine Small Pelagics,Lampara Seine Nets",25.53,8,1088,3/13/2017 0:07:00,6/20/2017 23:50:00,"711,711"
4537517,SUMBER LAUT V,12/30/2015 0:00:00,12/29/2016 0:00:00,Stick-Held lift net,23.2,6.25,53988,3/10/2015 7:20:00,3/30/2017 21:44:00,711
4537518,WIRTA 7,8/11/2016 0:00:00,8/10/2017 0:00:00,Longline Tuna,23.04,6,6892,8/12/2016 0:13:00,6/20/2017 23:49:00,2
4537522,SAMUDERA INDAH,12/27/2016 0:00:00,12/26/2017 0:00:00,"Purse Seine Small Pelagics,Lampara Seine Nets",23.8,6.78,62,10/31/2016 3:56:00,3/1/2017 2:24:00,"572,572"
4537523,SIBOLGA NAULI,12/27/2017 0:00:00,12/26/2018 0:00:00,Lampara Seine Nets,23,6.87,1,2/25/2017 8:19:00,2/25/2017 8:19:00,572
4537524,HAITERY - II,11/14/2016 0:00:00,11/13/2017 0:00:00,"Purse Seine Small Pelagics,Lampara Seine Nets",23.96,7.3,1646,9/20/2016 11:24:00,6/20/2017 23:51:00,"711,711"
4537571,HASIL TERUS IX,12/21/2016 0:00:00,7/24/2017 0:00:00,"Purse Seine Small Pelagics,Lampara Seine Nets",22.4,6.32,1481,12/14/2016 4:30:00,6/20/2017 12:38:00,"712, 713,712, 713"
4537572,HASIL TERUS VI,7/25/2016 0:00:00,7/24/2017 0:00:00,Stick-Held lift net,19.05,6.5,462,1/9/2015 2:06:00,3/3/2017 10:40:00,711
4537687,SURYA MAS,7/12/2017 0:00:00,7/11/2018 0:00:00,Purse Seine Small Pelagics,23.55,7.55,832,4/28/2017 0:18:00,6/20/2017 11:36:00,572
4537688,SINAR BAHARI UTAMA,8/12/2016 0:00:00,8/11/2017 0:00:00,"Purse Seine Small Pelagics,Lampara Seine Nets",22.1,6.55,6344,8/12/2016 0:35:00,6/20/2017 23:17:00,"572,572"
4537689,SINAR HARAPAN 88,12/27/2014 0:00:00,12/26/2015 0:00:00,Purse Seine Small Pelagics,22.35,7.3,6675,8/25/2014 8:38:00,11/20/2016 5:14:00,572
4537826,STARINDO JAYA VII,8/5/2016 0:00:00,8/4/2017 0:00:00,Purse Seine Big Pelagics with one boat,28.54,8.6,7187,1/1/2016 4:18:00,6/20/2017 23:20:00,"572, 573"
4537830,KILAT MAJU JAYA X,6/24/2016 0:00:00,6/23/2017 0:00:00,Longline Tuna,20.06,5.45,1653,1/28/2016 4:01:00,6/9/2017 20:57:00,573
4537831,HASIL MELIMPAH - II,10/6/2016 0:00:00,10/5/2017 0:00:00,Longline Tuna,21.57,6,2721,10/24/2016 4:53:00,6/20/2017 23:04:00,"572, 573"
4537832,CITRA NUSANTARA - VII,8/27/2016 0:00:00,8/26/2017 0:00:00,Longline Tuna,18.25,4.65,296,12/7/2016 4:47:00,2/16/2017 8:26:00,"572, 573"
4537834,SINAR MENTARI,2/8/2017 0:00:00,2/7/2018 0:00:00,Longline Tuna,21.23,6.25,822,5/16/2017 0:19:00,6/20/2017 23:27:00,"572, 573"
4537835,NUSANTARA JAYA - 99,10/20/2016 0:00:00,10/19/2017 0:00:00,Squid hooking,25,7.4,5896,9/20/2016 0:54:00,6/20/2017 23:51:00,718
4537836,BANDAR NELAYAN - 193,9/16/2016 0:00:00,9/15/2017 0:00:00,Squid hooking,21.5,5.8,3848,9/21/2016 2:42:00,4/11/2017 2:41:00,718
4537837,BANDAR NELAYAN - 301,10/10/2016 0:00:00,10/9/2017 0:00:00,Squid hooking,24.48,6.55,3894,9/20/2016 0:20:00,6/20/2017 23:30:00,718
4537898,DEWANTARA A,5/26/2016 0:00:00,5/25/2017 0:00:00,Purse Seine Small Pelagics,6.3,2.1,2854,9/3/2014 1:58:00,10/27/2016 10:30:00,"712, 713"
4537898,DEWANTARA - A,5/26/2016 0:00:00,5/25/2017 0:00:00,"Purse Seine Small Pelagics,Lampara Seine Nets",18.06,6.3,354,12/15/2016 5:09:00,4/2/2017 22:17:00,"712, 713,712, 713"
4537902,4537902,9/23/2014 0:00:00,9/22/2015 0:00:00,Purse Seine Small Pelagics,17.06,5.38,2422,8/14/2014 2:10:00,9/18/2015 18:21:00,"712, 711"
4537903,BANDAR JAYA,10/21/2016 0:00:00,10/20/2017 0:00:00,Hand Line Tuna,24.3,6.4,4019,12/14/2016 0:58:00,6/20/2017 23:08:00,"718, 715"
4537990,SETIA MAJU,6/21/2017 0:00:00,6/20/2018 0:00:00,Purse Seine Small Pelagics,23.55,6.65,620,5/23/2017 1:51:00,6/20/2017 23:02:00,572
4537993,MALINDO INDAH,6/8/2017 0:00:00,6/7/2018 0:00:00,Purse Seine Small Pelagics,25.57,7.78,94,6/15/2017 12:03:00,6/19/2017 16:04:00,711
4538617,ABADI,6/29/2016 0:00:00,6/28/2017 0:00:00,Hand Line Tuna,27.46,7.59,6057,9/2/2016 0:31:00,5/20/2017 19:21:00,718
4538618,SINAR ABADI,5/25/2016 0:00:00,5/24/2017 0:00:00,Hand Line Tuna,27.72,7.8,10930,1/1/2016 0:10:00,5/19/2017 18:15:00,718
4538622,ORCA - 108,9/9/2016 0:00:00,9/8/2017 0:00:00,Hand Line Tuna,23.98,6.7,4579,9/20/2016 0:02:00,4/30/2017 11:28:00,718
4538623,HAITRI MELIMPAH,8/7/2016 0:00:00,8/6/2017 0:00:00,Purse Seine Big Pelagics with one boat,23.2,6.9,204,8/26/2016 4:44:00,2/18/2017 4:40:00,"572, 573"
4538624,BERKAH MELIMPAH - II,9/9/2016 0:00:00,9/8/2017 0:00:00,"Lampara Seine Nets,Purse Seine Small Pelagics",23.35,8.25,227,11/14/2016 4:21:00,6/17/2017 6:14:00,"711,711"
4538625,ASTRO SARI,8/7/2016 0:00:00,8/6/2017 0:00:00,Purse Seine Big Pelagics with one boat,25.1,7.18,2051,8/25/2016 2:01:00,5/29/2017 3:48:00,"572, 573"
4538626,REMAJA BARU,7/8/2016 0:00:00,7/7/2017 0:00:00,Stick-Held lift net,22,6,1437,2/21/2016 11:13:00,4/29/2017 2:12:00,711
4538627,BAHANA MARINE - 07,1/24/2017 0:00:00,1/23/2018 0:00:00,Stick-Held lift net,14.58,5.24,878,12/16/2016 7:07:00,5/18/2017 9:12:00,711
4538628,TAO TOBA JAYA - VIII,6/1/2017 0:00:00,5/31/2018 0:00:00,Squid hooking,27.26,7.26,115,6/1/2017 3:37:00,6/20/2017 11:29:00,718
4538633,SARI USAHA 08,7/20/2016 0:00:00,7/19/2017 0:00:00,Pole-and-line,27.36,5.03,6947,1/4/2016 5:57:00,6/20/2017 23:38:00,716
4538663,BALI JAYA XXII,3/20/2016 0:00:00,3/19/2017 0:00:00,Longline Tuna,21,5,13156,8/8/2014 10:25:00,11/28/2016 0:17:00,717
4538665,BINTANG BAHAGIA 8,7/23/2016 0:00:00,7/22/2017 0:00:00,Purse Seine Big Pelagics with one boat,23.65,7.7,3893,2/12/2016 12:15:00,6/8/2017 7:32:00,"572, 573"
4538726,DWI DAYA,12/2/2016 0:00:00,12/1/2017 0:00:00,Stick-Held lift net,22.35,6.2,661,3/16/2017 3:43:00,6/2/2017 22:34:00,711
4539421,4539421,7/17/2015 0:00:00,7/16/2016 0:00:00,Purse Seine Big Pelagics with one boat,25.15,5,543,6/5/2015 9:51:00,11/20/2015 14:13:00,716
4539564,MINA ANDALAS VII,8/12/2016 0:00:00,8/11/2017 0:00:00,Stick-Held lift net,23.79,6.83,653,8/19/2016 4:18:00,6/20/2017 23:32:00,711
4539565,BERKAH JAYA,8/18/2016 0:00:00,8/17/2017 0:00:00,Longline Tuna,15.02,5.38,6170,9/27/2016 9:00:00,6/20/2017 23:59:00,"572, 573"
4539719,TRI STAR,5/20/2017 0:00:00,5/19/2018 0:00:00,Purse Seine Small Pelagics,23.2,7.4,20,6/8/2017 1:34:00,6/17/2017 4:36:00,572
4539720,SURYA CITRA NUSANTARA - 9,4/13/2017 0:00:00,4/12/2018 0:00:00,"Purse Seine Small Pelagics,Lampara Seine Nets",23.75,7,2005,4/26/2017 9:38:00,6/19/2017 0:07:00,"711,711"
4539802,HARAPAN INDAH VI,2/9/2017 0:00:00,10/31/2017 0:00:00,Transporter,28.08,4.45,4502,12/14/2016 0:34:00,6/20/2017 23:36:00,
4541674,SIDO MUMBUL JAYA - 5,11/14/2016 0:00:00,11/13/2017 0:00:00,Purse Seine Big Pelagics with one boat,29.68,8.9,2474,9/19/2016 21:00:00,5/8/2017 6:38:00,"572, 573"
4541675,KERAPU II,5/5/2016 0:00:00,5/4/2017 0:00:00,Stick-Held lift net,19.44,5.64,2939,1/2/2016 20:04:00,5/4/2017 23:46:00,711
4541677,GARUDA,4/16/2017 0:00:00,4/15/2018 0:00:00,Stick-Held lift net,21.3,5.4,96,3/14/2017 0:34:00,6/20/2017 16:07:00,711
4541678,ANUGERAH MAKMUR,7/25/2017 0:00:00,7/24/2018 0:00:00,Purse Seine Big Pelagics with one boat,28.26,8.4,318,6/7/2017 0:03:00,6/20/2017 23:26:00,"572, 573"
4541679,HASIL MELIMPAH,8/11/2016 0:00:00,8/10/2017 0:00:00,Longline Tuna,20.13,5.7,875,8/15/2016 2:06:00,3/14/2017 14:24:00,"572, 573"
4541683,SURYA CITRA NUSANTARA - 07,4/13/2017 0:00:00,4/12/2018 0:00:00,"Purse Seine Small Pelagics,Lampara Seine Nets",25.08,6.5,930,4/27/2017 3:04:00,6/20/2017 23:43:00,"711,711"
4541685,SUMBER NELAYAN 108,6/10/2016 0:00:00,6/9/2017 0:00:00,Squid hooking,23.33,8.7,8739,1/1/2016 0:03:00,6/20/2017 13:37:00,718
4541686,SUMBER NELAYAN  28,6/10/2017 0:00:00,6/9/2018 0:00:00,Squid hooking,23.85,6.45,18,6/10/2017 1:06:00,6/15/2017 7:22:00,718
4541871,4541871,6/20/2015 0:00:00,6/19/2016 0:00:00,Stick-Held lift net,20.35,6.92,1783,7/23/2014 0:34:00,11/4/2015 7:29:00,711
4541872,4541872,11/22/2014 0:00:00,11/21/2015 0:00:00,Longline Tuna,23.08,6,472,7/23/2014 0:35:00,11/25/2015 9:18:00,"572, 573"
4541873,BAHANA MARINE - 02,9/1/2016 0:00:00,8/31/2017 0:00:00,Longline Tuna,24.12,4.88,135,9/15/2016 5:42:00,10/4/2016 8:10:00,573
4541875,JOLO TUNDO III,6/24/2015 0:00:00,6/23/2016 0:00:00,Longline Tuna,14.94,5.59,893,7/23/2014 3:58:00,7/22/2016 10:52:00,"572, 573"
4541924,FLORENZA - 2,7/16/2017 0:00:00,7/15/2018 0:00:00,Purse Seine Small Pelagics,18.2,6.03,2397,6/9/2017 14:27:00,6/20/2017 23:56:00,711
4542063,4542063,10/12/2014 0:00:00,10/11/2015 0:00:00,Longline Tuna,21.7,5.58,5159,7/21/2014 7:57:00,9/16/2015 0:02:00,714
4542067,SAMUDERA PERKASA - 18,10/10/2014 0:00:00,10/9/2015 0:00:00,Longline Tuna,22.56,6.2,3223,8/7/2014 0:24:00,11/18/2016 4:11:00,"572, 573"
4542071,4542071,10/20/2014 0:00:00,10/19/2015 0:00:00,Pots,14.79,5.41,1,1/30/2015 0:51:00,1/30/2015 0:51:00,573
4542230,SARANA BAHARI,5/10/2016 0:00:00,5/11/2017 0:00:00,"Purse Seine Small Pelagics,Lampara Seine Nets",25.86,8.22,1692,9/5/2016 4:02:00,6/20/2017 23:49:00,"711,711"
4542326,DEWATA TIMUR XI,6/21/2017 0:00:00,6/20/2018 0:00:00,Purse Seine Small Pelagics,22.77,7.69,206,6/8/2017 0:45:00,6/20/2017 10:07:00,711
4542327,PULAU JUKUNG II,1/16/2015 0:00:00,1/15/2016 0:00:00,Transporter,18,5.7,5069,7/18/2014 4:30:00,2/4/2016 8:51:00,
4542329,MEGA JAYA,5/26/2017 0:00:00,5/25/2018 0:00:00,Purse Seine Small Pelagics,23.94,7.1,576,4/28/2017 0:25:00,6/20/2017 23:56:00,711
4542333,SINAR AGUNG LESTARI,12/22/2016 0:00:00,12/21/2017 0:00:00,"Purse Seine Small Pelagics,Lampara Seine Nets",25.23,7.98,455,12/27/2016 3:02:00,5/18/2017 17:10:00,"573,573"
4542334,BANDAR ANGKUT JAYA - I,8/21/2016 0:00:00,8/20/2017 0:00:00,Transporter,23.85,9.5,3920,11/19/2016 0:23:00,6/20/2017 23:02:00,
4543179,MARGANA SAKTI - II,9/22/2016 0:00:00,7/14/2017 0:00:00,Oceanic gillnet,23.1,6,3358,9/19/2016 14:22:00,6/20/2017 23:33:00,718
4543191,HUATTERY,2/16/2017 0:00:00,2/15/2018 0:00:00,"Purse Seine Small Pelagics,Lampara Seine Nets",22.6,6.74,857,4/4/2017 6:39:00,6/20/2017 23:08:00,"571,571"
4543192,BANDAR SENTOSA JAYA - 39,12/16/2016 0:00:00,12/15/2017 0:00:00,Hand Line Tuna,25.55,6.25,612,5/15/2017 3:35:00,6/20/2017 23:18:00,718
4543193,BANDAR SENTOSA JAYA 29,9/9/2016 0:00:00,9/8/2017 0:00:00,Hand Line Tuna,21.75,6.5,12010,1/1/2016 1:08:00,6/20/2017 23:36:00,718
4543194,BANDAR SENTOSA JAYA 19,9/2/2016 0:00:00,9/1/2017 0:00:00,Hand Line Tuna,21.75,6.5,4359,1/23/2016 17:41:00,6/7/2017 8:37:00,718
4543195,MAJU ABADI - II,7/3/2017 0:00:00,7/2/2018 0:00:00,Purse Seine Big Pelagics with one boat,21.3,6.4,68,6/6/2017 1:30:00,6/9/2017 3:20:00,573
