transmitter_no,shipname,begin_date,end_date,registered_gear_type,length,width,num_messages,date_first_broadcast,date_last_broadcast,registered_fishing_region
4942456,BANDAR NELAYAN 128,11/25/2016 0:00:00,11/24/2017 0:00:00,Longline Tuna,26.89,7.82,4852,12/8/2016 2:58:00,6/20/2017 23:37:00,2
4942458,BANDAR NELAYAN - 108,9/4/2016 0:00:00,9/3/2017 0:00:00,Longline Tuna,26.79,7.64,6511,8/30/2016 9:02:00,6/20/2017 23:16:00,2
4942460,BANDAR NELAYAN - 288,10/14/2016 0:00:00,10/13/2017 0:00:00,Longline Tuna,25.66,7.28,3082,11/14/2016 3:17:00,6/20/2017 23:55:00,2
4942461,BANDAR NELAYAN - 138,10/14/2016 0:00:00,10/13/2017 0:00:00,Longline Tuna,27.65,7.7,799,9/20/2016 0:17:00,6/20/2017 23:08:00,2
4942462,BORNEO JAYA - II,5/12/2017 0:00:00,5/11/2018 0:00:00,Longline Tuna,23.5,5.12,655,4/28/2017 0:33:00,6/20/2017 23:40:00,2
4942463,BANDAR NELAYAN 123,11/25/2016 0:00:00,11/24/2017 0:00:00,Longline Tuna,27.01,7.69,479,11/15/2016 1:57:00,5/25/2017 19:06:00,2
4942465,BANDAR NELAYAN 208,11/25/2016 0:00:00,11/24/2017 0:00:00,Longline Tuna,25.69,7.24,14271,10/24/2016 0:27:00,5/4/2017 2:54:00,2
4944855,HEN 6,2/18/2016 0:00:00,2/17/2017 0:00:00,Longline Tuna,23.31,6.18,12885,1/1/2014 0:08:00,3/19/2017 7:12:00,2
4944861,BAHARI - 688,8/16/2016 0:00:00,8/15/2017 0:00:00,Longline Tuna,26.21,7.32,4508,11/22/2016 3:14:00,6/19/2017 23:38:00,2
4944869,MEKAR JAYA ABADI,5/31/2017 0:00:00,5/30/2018 0:00:00,Longline Tuna,28.21,8.15,143,6/6/2017 6:20:00,6/20/2017 22:34:00,2
4944870,TEKUN KARYA I,2/28/2015 0:00:00,2/27/2016 0:00:00,Longline Tuna,23.15,7,13334,1/1/2014 0:27:00,5/11/2016 1:28:00,"714, 716"
4944872,SAMUDRA TUNA NUSANTARA - 01,5/14/2017 0:00:00,5/13/2018 0:00:00,Longline Tuna,24.69,7.36,795,5/16/2017 0:37:00,6/20/2017 23:58:00,2
4945328,INFINITY - II,11/4/2016 0:00:00,11/3/2017 0:00:00,Purse Seine Big Pelagics with one boat,25.86,7.14,4511,11/11/2016 7:30:00,6/20/2017 23:15:00,"572, 573"
4946305,4946305,8/15/2014 0:00:00,8/14/2015 0:00:00,Oceanic gillnet,37.55,7.62,6811,1/2/2014 2:14:00,1/5/2015 1:18:00,718
4946315,FORTUNA VI,9/5/2016 0:00:00,9/4/2017 0:00:00,Purse Seine Big Pelagics with one boat,26.18,6.86,700,9/19/2016 16:40:00,10/2/2016 5:41:00,"572, 573"
4946316,JIMMY WIJAYA 2,4/24/2016 0:00:00,4/23/2017 0:00:00,Longline Tuna,25.32,7.16,233,4/15/2016 21:01:00,3/6/2017 14:40:00,"572, 573"
4949244,MAHAKAM,10/4/2016 0:00:00,10/3/2017 0:00:00,Longline Tuna,24.67,7.55,5303,9/20/2016 0:48:00,6/20/2017 23:16:00,"572, 573"
4949247,BAHARI 6,7/7/2016 0:00:00,7/6/2017 0:00:00,Longline Tuna,26.28,7.5,11141,1/1/2016 0:09:00,6/20/2017 23:43:00,2
4949249,BINA HASIL - I,8/18/2016 0:00:00,8/17/2017 0:00:00,"Longline Tuna,Longline Tuna",23.565,7.27,368,10/24/2016 0:02:00,5/29/2017 2:52:00,"2,2"
4949250,SANJAYA 668,10/12/2016 0:00:00,10/11/2017 0:00:00,Squid hooking,26.77,7.59,5961,9/2/2016 0:24:00,6/14/2017 1:09:00,718
4949252,JAYA PONTI - I,11/25/2016 0:00:00,11/24/2017 0:00:00,Longline Tuna,24.85,7.6,4632,11/28/2016 1:18:00,6/20/2017 23:55:00,573
4949253,4949253,1/13/2016 0:00:00,1/12/2017 0:00:00,Transporter,25.32,7.49,127729,1/1/2014 0:30:00,12/30/2015 23:38:00,718
4949253,SANJAYA 11,1/13/2016 0:00:00,1/12/2017 0:00:00,Hand Line Tuna,25.32,7.49,28727,1/1/2016 0:38:00,12/12/2016 1:36:00,718
4949254,4949254,6/5/2014 0:00:00,6/4/2015 0:00:00,Transporter,25.86,7,8,7/15/2014 5:28:00,7/17/2014 10:53:00,
4949256,ASIA BAGUS VIII,5/31/2017 0:00:00,5/30/2018 0:00:00,Squid hooking,24.82,7,140,6/14/2017 6:09:00,6/15/2017 8:03:00,718
4949257,JIMMY WIJAYA - 38,3/4/2017 0:00:00,3/3/2018 0:00:00,Longline Tuna,30.82,6.8,145,2/23/2017 4:18:00,4/16/2017 11:08:00,"572, 573"
4949258,TWINDO - 18,8/15/2016 0:00:00,8/14/2017 0:00:00,Squid hooking,27.7,7.6,3837,12/12/2016 7:48:00,6/20/2017 23:45:00,718
4949259,TWINDO - 68,8/15/2016 0:00:00,8/14/2017 0:00:00,Squid hooking,27.62,7.45,4287,11/29/2016 2:00:00,6/20/2017 23:59:00,718
4949260,4949260,5/21/2016 0:00:00,5/20/2017 0:00:00,Purse Seine Big Pelagics with one boat,26.51,7.74,965,3/17/2014 6:45:00,7/31/2015 3:03:00,"572, 573"
4949260,DWI SUKSES HARMONI,5/21/2016 0:00:00,5/20/2017 0:00:00,Purse Seine Big Pelagics with one boat,26.51,7.74,637,1/2/2016 10:43:00,2/20/2017 10:25:00,"572, 573"
4949264,DWI SUKSES GEMILANG,8/7/2016 0:00:00,8/6/2017 0:00:00,Purse Seine Big Pelagics with one boat,25.53,7.96,938,1/26/2016 1:56:00,3/11/2017 14:11:00,"572, 573"
4949266,MEKAR KENCANA,2/9/2017 0:00:00,2/8/2018 0:00:00,Purse Seine Big Pelagics with one boat,27.48,7.8,2478,12/14/2016 11:19:00,6/20/2017 23:01:00,"572, 573"
4949267,CAHAYA SAMUDRA I,6/19/2014 0:00:00,6/18/2015 0:00:00,Stick-Held lift net,22.38,5.68,1110,1/1/2014 0:16:00,3/23/2016 1:05:00,711
4949269,STARINDO JAYA,1/9/2017 0:00:00,1/8/2018 0:00:00,Oceanic gillnet,27.22,7.1,2099,12/14/2016 0:48:00,6/20/2017 23:06:00,718
4949271,CITRA MAJU - II,12/23/2016 0:00:00,12/22/2017 0:00:00,Squid hooking,23.58,6.4,1851,3/21/2017 4:45:00,6/20/2017 23:28:00,718
4949286,DOBO JAYA KARYA,9/2/2016 0:00:00,9/1/2017 0:00:00,Transporter,26.48,7.5,6816,8/29/2016 0:30:00,6/20/2017 23:28:00,
4949294,4949294,8/16/2014 0:00:00,8/15/2015 0:00:00,Transporter,36.4,6,7560,5/21/2014 4:30:00,8/31/2015 9:08:00,717
4949295,4949295,8/16/2014 0:00:00,8/15/2015 0:00:00,Transporter,29.4,4.88,1,12/8/2014 13:35:00,12/8/2014 13:35:00,717
4949296,VENUS JAYA 02,7/19/2016 0:00:00,7/18/2017 0:00:00,Transporter,23.71,5,35,9/27/2016 1:50:00,3/7/2017 22:48:00,
4949299,SURYA EKA SAKTI,3/4/2015 0:00:00,3/3/2016 0:00:00,Longline Tuna,27.16,7.92,21216,1/1/2014 0:25:00,10/1/2016 0:53:00,714
4949300,JIMMY INDAH VIII,3/30/2016 0:00:00,3/29/2017 0:00:00,Longline Tuna,24.98,6.88,6080,1/1/2016 0:43:00,2/27/2017 4:24:00,2
4949301,SANJAYA - 88,7/31/2017 0:00:00,7/30/2018 0:00:00,Squid hooking,26.61,7.69,379,6/5/2017 0:45:00,6/20/2017 23:45:00,718
4949302,HENTRI II,7/6/2016 0:00:00,7/5/2017 0:00:00,Longline Tuna,23.31,6.9,1720,8/12/2016 0:30:00,10/16/2016 4:14:00,2
4949303,BAHARI - 99,2/18/2017 0:00:00,2/17/2018 0:00:00,Oceanic gillnet,27.19,7.82,3362,12/14/2016 0:39:00,6/20/2017 23:43:00,718
4949304,BANDAR NELAYAN 273,5/26/2016 0:00:00,5/25/2017 0:00:00,Squid hooking,25.84,7.7,8256,1/24/2014 5:55:00,6/17/2017 0:27:00,718
4949306,BANDAR NELAYAN 188,5/9/2016 0:00:00,5/8/2017 0:00:00,Transporter,26.67,8.26,11125,1/1/2014 0:51:00,6/20/2017 7:48:00,
4949307,4949307,10/1/2014 0:00:00,9/30/2015 0:00:00,Longline Tuna,23.4,5.38,1429,6/3/2014 1:02:00,5/20/2015 6:05:00,2
4949308,BALI JAYA - III,6/21/2016 0:00:00,6/20/2017 0:00:00,Longline Tuna,23.88,7.78,3495,9/5/2016 0:25:00,3/2/2017 21:55:00,"572, 573"
4949309,BANDAR NELAYAN - 287,2/2/2017 0:00:00,2/1/2018 0:00:00,Squid hooking,26.44,7.65,3,1/25/2017 2:53:00,1/25/2017 3:46:00,718
4949316,DWI SUKSES SEJATI,9/1/2016 0:00:00,8/31/2017 0:00:00,Transporter,26.44,8,10109,1/4/2016 0:29:00,6/13/2017 22:45:00,
4949321,CAHAYA MAKMUR,9/18/2016 0:00:00,9/17/2017 0:00:00,Purse Seine Big Pelagics with one boat,25.68,7.1,7828,1/1/2016 0:04:00,6/20/2017 23:44:00,"572, 573"
4949322,DANAU TOBA INDAH - IX,3/27/2016 0:00:00,3/26/2017 0:00:00,Purse Seine Big Pelagics with one boat,26.48,7.54,183,12/19/2016 10:55:00,1/11/2017 6:45:00,"572, 573"
4949323,DANAU TOBA INDAH 9,3/27/2016 0:00:00,3/26/2017 0:00:00,Purse Seine Big Pelagics with one boat,26.48,7.54,17517,1/1/2014 0:34:00,10/13/2016 3:35:00,"572, 573"
4952095,SENTOSA XVII,6/30/2016 0:00:00,6/29/2017 0:00:00,Transporter,24.1,7.04,2035,6/9/2016 5:08:00,6/20/2017 23:01:00,
4952099,JIMMY WIJAYA 36,8/23/2016 0:00:00,8/22/2017 0:00:00,Oceanic gillnet,28.25,7.62,8492,2/26/2016 8:24:00,5/1/2017 0:45:00,718
4952101,KM. CITRA MAJU - 18,2/4/2017 0:00:00,2/3/2018 0:00:00,Purse Seine Big Pelagics with one boat,25.66,7.48,620,3/11/2017 14:51:00,4/28/2017 2:26:00,"572, 573"
4952103,JIMMY WIJAYA 23,8/25/2015 0:00:00,8/24/2016 0:00:00,Longline Tuna,27.09,7.58,12400,1/11/2014 7:11:00,8/4/2016 5:15:00,2
4952112,USAHA MAJU I,1/5/2016 0:00:00,1/4/2017 0:00:00,Purse Seine Big Pelagics with one boat,23.15,7.76,6186,1/1/2014 6:20:00,6/20/2017 23:53:00,572
4952117,DAYA CIPTA,5/13/2016 0:00:00,5/12/2017 0:00:00,"Purse Seine Small Pelagics,Lampara Seine Nets",22.45,6.15,4678,1/3/2016 2:06:00,5/5/2017 22:19:00,"572,572"
4952119,4952119,1/3/2015 0:00:00,1/2/2016 0:00:00,Purse Seine Small Pelagics,21.95,6.8,4999,1/3/2014 11:51:00,11/29/2015 8:36:00,"711, 571"
4952132,JIMMY WIJAYA 30,3/17/2016 0:00:00,3/16/2017 0:00:00,Longline Tuna,24.71,6.85,3389,1/1/2014 0:10:00,6/2/2016 7:14:00,"572, 573"
4952133,JIMMY WIJAYA 1,9/16/2016 0:00:00,9/15/2017 0:00:00,Purse Seine Big Pelagics with one boat,23.85,9.85,10715,8/12/2016 0:03:00,6/20/2017 22:48:00,"572, 573"
4952134,VANCOUVER,10/15/2016 0:00:00,10/14/2017 0:00:00,Purse Seine Big Pelagics with one boat,25.68,7.7,4055,8/29/2016 1:06:00,6/20/2017 23:01:00,"572, 573"
4952137,KASIH SETIA - XVI,1/20/2017 0:00:00,1/19/2018 0:00:00,Purse Seine Big Pelagics with one boat,25.63,7.82,3250,12/14/2016 1:54:00,6/20/2017 23:51:00,"572, 573"
4952138,KASIH SETIA - XV,1/20/2017 0:00:00,1/19/2018 0:00:00,Purse Seine Big Pelagics with one boat,25.48,7.48,3403,12/30/2016 4:50:00,6/20/2017 23:44:00,"573, 572"
4952139,KASIH SETIA - IX,2/9/2017 0:00:00,2/8/2018 0:00:00,Purse Seine Big Pelagics with one boat,26.36,7.73,3423,12/14/2016 0:17:00,6/20/2017 23:43:00,"573, 572"
4952212,DWI SUKSES BERSAUDARA,9/22/2016 0:00:00,9/21/2017 0:00:00,Squid hooking,26.16,7.72,5097,10/4/2016 5:38:00,6/7/2017 3:52:00,718
4952214,LANGSUNG JAYA UTAMA,1/16/2016 0:00:00,1/15/2017 0:00:00,Longline Tuna,26.4,7.28,1849,1/4/2014 7:56:00,10/5/2016 9:11:00,"572, 573"
4952216,SINAR ARINDO -36,8/26/2016 0:00:00,8/25/2017 0:00:00,Purse Seine Big Pelagics with one boat,29.94,7.94,4129,8/25/2016 0:08:00,6/20/2017 23:49:00,"572, 573"
4952217,4952217,6/4/2014 0:00:00,6/3/2015 0:00:00,Purse Seine Group (2 boat) Big Pelagics,25.95,4.6,11865,1/1/2014 0:56:00,5/27/2015 22:01:00,717
4952220,4952220,6/4/2014 0:00:00,6/3/2015 0:00:00,Purse Seine Group (2 boat) Big Pelagics,25.99,4.5,4055,1/1/2014 0:56:00,7/15/2014 0:08:00,717
4952222,INDO LAUTAN SAKTI - 8,1/16/2017 0:00:00,1/15/2018 0:00:00,Oceanic gillnet,27.32,7.45,2583,2/21/2017 1:03:00,6/18/2017 10:05:00,718
4952226,4952226,6/4/2014 0:00:00,6/3/2015 0:00:00,Purse Seine Group (2 boat) Big Pelagics,25.68,4.5,11100,1/1/2014 0:39:00,5/28/2015 6:29:00,717
4952228,4952228,7/14/2014 0:00:00,7/13/2015 0:00:00,Shrimp net,29.04,6,6949,1/1/2014 1:22:00,1/27/2015 22:31:00,718
4952229,4952229,7/14/2014 0:00:00,7/13/2015 0:00:00,Shrimp net,28.72,6.6,10580,1/1/2014 0:38:00,5/30/2015 12:17:00,718
4953774,SANJAYA - 1688,6/23/2017 0:00:00,6/22/2018 0:00:00,Squid hooking,26.79,7.65,633,4/28/2017 0:49:00,6/20/2017 22:49:00,718
4953775,MEKAR GLORIA UTAMA,7/8/2015 0:00:00,7/7/2016 0:00:00,Longline Tuna,23.36,6.95,46319,1/1/2014 0:02:00,12/23/2016 7:28:00,573
4953776,BALI NUSA 8,3/29/2016 0:00:00,3/28/2017 0:00:00,Longline Tuna,22.03,6.65,14085,1/1/2014 0:53:00,3/18/2017 8:32:00,573
4953777,4953777,6/29/2015 0:00:00,6/28/2016 0:00:00,Longline Tuna,26.42,7.68,2171,5/6/2014 4:18:00,12/26/2015 17:48:00,2
4953778,SANJAYA - III,6/24/2017 0:00:00,6/23/2018 0:00:00,Oceanic gillnet,25.58,7.37,1199,4/30/2017 0:25:00,6/20/2017 23:27:00,718
4953779,ENDE JAYA KARYA,5/9/2016 0:00:00,5/8/2017 0:00:00,Transporter,26.93,9.25,31031,1/1/2014 0:24:00,6/20/2017 23:02:00,
4953780,BINTANG AGRINDO MAKMUR,5/7/2015 0:00:00,12/6/2015 0:00:00,Transporter,26.17,7.73,5434,1/18/2014 21:26:00,2/23/2017 23:50:00,
4953781,REJEKI CEMERLANG,6/28/2017 0:00:00,6/27/2018 0:00:00,Longline Tuna,27.22,7.85,446,4/20/2017 0:35:00,6/18/2017 12:55:00,2
4953793,4953793,4/22/2015 0:00:00,4/21/2016 0:00:00,Transporter,22.96,3.94,12631,1/1/2014 0:03:00,9/30/2015 1:40:00,
4953802,DWI SUKSES  BAHARI,10/8/2016 0:00:00,10/7/2017 0:00:00,Purse Seine Big Pelagics with one boat,26.57,8.27,1303,10/26/2016 1:22:00,5/21/2017 4:05:00,"572, 573"
4954495,SEMBILAN TIMUR JAYA,2/8/2017 0:00:00,2/7/2018 0:00:00,Transporter,27.6,8.52,3970,12/14/2016 0:44:00,6/20/2017 23:06:00,
4954506,ANTENA,1/10/2017 0:00:00,1/9/2018 0:00:00,"Purse Seine Small Pelagics,Lampara Seine Nets",25.15,8.35,7022,10/24/2016 0:35:00,6/20/2017 23:37:00,"711,711"
4954517,4954517,12/5/2013 0:00:00,12/4/2014 0:00:00,Fish net/dragnet,29.32,6,9,2/1/2014 10:42:00,2/3/2014 22:31:00,718
4954519,NAILI - XXI,9/27/2016 0:00:00,9/26/2017 0:00:00,Transporter,28.03,8.2,5665,9/26/2016 11:42:00,6/20/2017 23:32:00,
4954522,MERAUKE JAYA 1,8/5/2016 0:00:00,8/4/2017 0:00:00,Squid hooking,26.4,7.45,10637,1/1/2016 0:31:00,6/20/2017 23:26:00,718
4955185,JAYA BALI - B.03,10/14/2016 0:00:00,10/13/2017 0:00:00,Longline Tuna,26.81,7.8,4306,11/2/2016 3:27:00,6/20/2017 22:42:00,2
4955186,SURYA TERBIT,7/30/2014 0:00:00,7/29/2015 0:00:00,Longline Tuna,28.15,7.9,17232,1/1/2014 0:16:00,6/20/2017 23:47:00,2
4955187,MEKAR MINA TAMA,8/5/2016 0:00:00,8/4/2017 0:00:00,Squid hooking,26.44,8.08,9571,1/1/2016 0:03:00,5/20/2017 7:48:00,718
4955188,4955188,12/7/2014 0:00:00,12/6/2015 0:00:00,Transporter,26.4,7.4,1848,1/1/2014 0:55:00,10/3/2015 6:19:00,
4955189,4955189,5/14/2014 0:00:00,5/13/2015 0:00:00,Fish net/dragnet,21.1,5.8,896,1/1/2014 0:09:00,9/8/2014 9:30:00,711
4955190,SURYA TERBIT NO. 168,8/8/2016 0:00:00,8/7/2017 0:00:00,Longline Tuna,26.03,6.8,2745,1/1/2016 0:52:00,10/22/2016 1:27:00,2
4955191,BINTANG ASIA,6/8/2017 0:00:00,6/7/2018 0:00:00,Purse Seine Big Pelagics with one boat,24.83,7.2,65,6/15/2017 11:00:00,6/20/2017 9:43:00,"572, 573"
4955195,CITRA BAHARI 03,6/18/2015 0:00:00,6/17/2016 0:00:00,Pole-and-line,30.07,4.95,6593,1/1/2014 0:04:00,5/9/2016 22:16:00,"715, 716"
4955198,CP BRATASENA I,5/6/2014 0:00:00,5/5/2015 0:00:00,Transporter,0,0,20152,1/13/2014 2:24:00,6/30/2016 13:01:00,
4955199,SAUDARA BAHAGIA,2/15/2017 0:00:00,2/14/2018 0:00:00,"Purse Seine Small Pelagics,Lampara Seine Nets",23.9,7.7,508,3/21/2017 3:19:00,6/20/2017 23:28:00,"571,571"
4955200,SUN RISE - I,9/27/2016 0:00:00,9/26/2017 0:00:00,Purse Seine Big Pelagics with one boat,31.85,25.7,2111,10/1/2016 3:58:00,5/4/2017 7:48:00,"572, 573"
4955202,LUCKY STEP,6/17/2016 0:00:00,6/16/2017 0:00:00,Purse Seine Big Pelagics with one boat,23.73,8.38,18284,1/1/2014 0:45:00,6/12/2017 17:05:00,"572, 573"
4955203,JIMMY WIJAYA - 40,5/12/2017 0:00:00,5/11/2018 0:00:00,Oceanic gillnet,27.51,7.76,41,6/19/2017 0:36:00,6/20/2017 10:00:00,718
4956241,NUSANTARA - 189,10/27/2016 0:00:00,10/26/2017 0:00:00,Squid hooking,23.86,8.1,5835,10/24/2016 0:17:00,6/20/2017 23:03:00,718
4956242,BANDAR NELAYAN - 220,7/25/2016 0:00:00,7/24/2017 0:00:00,Squid hooking,25.32,7.58,6080,9/5/2016 0:06:00,5/24/2017 10:11:00,718
4956243,BANDAR NELAYAN - 58,9/4/2016 0:00:00,9/3/2017 0:00:00,Squid hooking,25.41,7.36,5614,8/25/2016 0:29:00,6/20/2017 23:03:00,718
4956244,BANDAR NELAYAN - 202,2/13/2017 0:00:00,2/12/2018 0:00:00,Longline Tuna,26.3,7.81,1839,3/25/2017 6:57:00,6/20/2017 23:18:00,2
4956245,BAHARI 07,10/26/2015 0:00:00,10/25/2016 0:00:00,Longline Tuna,22.13,6.74,13414,1/1/2016 0:06:00,6/20/2017 23:43:00,2
4956246,BANDAR NELAYAN - 81,5/26/2017 0:00:00,5/25/2018 0:00:00,Squid hooking,26.72,7.34,524,4/28/2017 0:25:00,6/20/2017 23:53:00,718
4956247,BANDAR NELAYAN - 231,5/12/2017 0:00:00,5/11/2018 0:00:00,Squid hooking,28.96,7.3,788,6/2/2017 0:58:00,6/20/2017 23:28:00,718
4956248,BANDAR NELAYAN - 262,4/27/2017 0:00:00,4/26/2018 0:00:00,Squid hooking,27.47,7.65,90,6/8/2017 6:30:00,6/20/2017 23:56:00,718
4956249,BANDAR NELAYAN - 101,5/26/2017 0:00:00,5/25/2018 0:00:00,Squid hooking,25.26,7.76,1236,4/20/2017 0:10:00,6/20/2017 23:46:00,718
4956250,BANDAR NELAYAN - 278,3/9/2017 0:00:00,3/8/2018 0:00:00,Squid hooking,26.82,8.3,1282,4/23/2017 6:44:00,6/20/2017 23:54:00,718
4956252,BANDAR NELAYAN - 33,5/26/2017 0:00:00,5/25/2018 0:00:00,Squid hooking,28.79,7.88,487,4/20/2017 0:27:00,6/20/2017 20:53:00,718
4956253,BANDAR NELAYAN - 88,8/26/2016 0:00:00,8/25/2017 0:00:00,Squid hooking,25.92,7.73,51255,8/29/2016 0:01:00,6/20/2017 23:52:00,718
4956256,4956256,6/6/2014 0:00:00,6/5/2015 0:00:00,Transporter,26.13,7.06,8276,1/1/2014 8:00:00,3/6/2015 0:09:00,"718, 715, 716"
4956257,BANDAR NELAYAN 20,7/23/2016 0:00:00,7/22/2017 0:00:00,Squid hooking,26.64,8.04,4966,1/1/2016 0:07:00,5/15/2017 8:20:00,718
4956258,PERINTIS JAYA VI,4/24/2016 0:00:00,4/23/2017 0:00:00,Longline Tuna,26.23,7,17246,1/1/2014 0:28:00,4/26/2017 11:04:00,2
4956259,BANDAR NELAYAN 86,8/26/2016 0:00:00,8/25/2017 0:00:00,Squid hooking,26.95,7.81,9107,2/12/2016 1:35:00,6/20/2017 23:20:00,718
4956261,SANJAYA - 68,6/23/2017 0:00:00,6/22/2018 0:00:00,Squid hooking,25.87,7.88,329,4/28/2017 0:06:00,6/19/2017 5:12:00,718
4956262,BANDAR NELAYAN - 16,10/6/2016 0:00:00,10/5/2017 0:00:00,Longline Tuna,25.81,7.71,5815,9/20/2016 0:39:00,6/20/2017 23:03:00,2
4956263,4956263,6/6/2014 0:00:00,6/5/2015 0:00:00,Transporter,28.53,7.72,6751,1/1/2014 9:06:00,12/23/2015 0:44:00,"718, 715, 716"
4956264,FRANSISKA 88,1/25/2016 0:00:00,1/24/2017 0:00:00,Longline Tuna,25.19,7.65,4690,2/29/2016 7:22:00,10/14/2016 4:11:00,2
4956265,SURYA TERBIT 08,8/5/2016 0:00:00,8/4/2017 0:00:00,Transporter,26,8,2796,9/19/2016 14:28:00,6/9/2017 8:50:00,
4956266,BANDAR NELAYAN - 87,3/9/2017 0:00:00,3/8/2018 0:00:00,Squid hooking,25.76,7.72,831,5/12/2017 7:24:00,6/20/2017 23:02:00,718
4956267,SUMBER MAS,8/21/2016 0:00:00,8/20/2017 0:00:00,Purse Seine Small Pelagics,23.45,6.6,7581,2/11/2016 4:04:00,6/15/2017 6:14:00,711
4956267,SUMBER  MAS,8/21/2016 0:00:00,8/20/2017 0:00:00,Lampara Seine Nets,23.45,6.6,1851,2/21/2017 2:46:00,4/27/2017 23:45:00,711
4956268,BANDAR NELAYAN - 118,8/12/2016 0:00:00,8/11/2017 0:00:00,Squid hooking,26.81,7.72,3378,9/14/2016 3:39:00,4/24/2017 0:30:00,718
4956270,DIPASENA DUA,5/22/2014 0:00:00,5/21/2015 0:00:00,Transporter,67.1,14,20172,1/1/2014 0:33:00,9/30/2016 14:26:00,
4956271,4956271,11/8/2012 0:00:00,11/7/2013 0:00:00,Oceanic gillnet,25.75,6.96,85,3/24/2014 6:01:00,5/5/2014 4:11:00,718
4956272,4956272,9/28/2015 0:00:00,9/27/2016 0:00:00,Transporter,24.38,7,8199,1/1/2014 0:01:00,7/19/2015 12:21:00,
4956274,TIP 105,7/14/2016 0:00:00,7/13/2017 0:00:00,Transporter,24.16,7.04,2662,1/29/2016 1:55:00,6/20/2017 23:54:00,
4956276,KARYA MAKMUR - V,1/27/2017 0:00:00,1/26/2018 0:00:00,Purse Seine Big Pelagics with one boat,26.7,7.38,2150,1/6/2017 11:31:00,6/20/2017 12:26:00,"572, 573"
4956279,4956279,3/23/2014 0:00:00,3/22/2015 0:00:00,Fish net/dragnet,33.72,8.5,7888,1/1/2014 0:07:00,8/17/2015 0:43:00,718
4956280,JIMMY WIJAYA - 6,3/6/2017 0:00:00,3/5/2018 0:00:00,Oceanic gillnet,27.35,7.68,848,5/16/2017 0:34:00,6/20/2017 23:48:00,718
4956284,ATLANTIC SENTOSA NO.05,11/30/2016 0:00:00,11/29/2017 0:00:00,Oceanic gillnet,26.52,7.58,5445,10/24/2016 0:02:00,6/20/2017 23:27:00,718
4956287,MITRA SAMUDRA ABADI,9/11/2016 0:00:00,9/10/2017 0:00:00,Squid hooking,22.48,6,4343,8/25/2016 0:07:00,4/6/2017 19:22:00,718
4956289,JIMMY WIJAYA - 15,1/25/2017 0:00:00,1/24/2018 0:00:00,Longline Tuna,28.47,7.14,1177,4/20/2017 2:43:00,6/20/2017 23:57:00,"572, 573"
4956290,SENTOSA V,8/28/2016 0:00:00,8/27/2017 0:00:00,Purse Seine Big Pelagics with one boat,23.92,7.5,10913,1/1/2016 0:17:00,6/20/2017 5:43:00,"716, 717"
4956291,SENTOSA - IV,8/28/2016 0:00:00,8/27/2017 0:00:00,Purse Seine Big Pelagics with one boat,23.92,7.49,6920,8/25/2016 0:40:00,6/20/2017 23:00:00,"716, 717"
4956295,NAILI - XXII,7/8/2016 0:00:00,7/7/2017 0:00:00,Transporter,26.02,7.58,6025,9/22/2016 8:45:00,6/20/2017 23:48:00,
4956298,4956298,4/17/2014 0:00:00,4/16/2015 0:00:00,Fish net/dragnet,36.89,8,3932,1/21/2014 23:09:00,6/30/2015 13:43:00,718
4956354,DWI SUKSES SETIA,5/15/2016 0:00:00,5/14/2017 0:00:00,Purse Seine Big Pelagics with one boat,25.76,7.5,5267,2/4/2014 5:58:00,6/16/2017 9:16:00,"572, 573"
4956355,MEKAR GLORIA,7/8/2015 0:00:00,7/7/2016 0:00:00,Longline Tuna,26.73,7.56,18724,1/1/2014 0:20:00,12/22/2016 10:34:00,573
4956356,4956356,1/23/2014 0:00:00,1/22/2015 0:00:00,Fish net/dragnet,42.24,8.5,259,1/24/2014 2:06:00,4/29/2015 7:12:00,718
4956357,MILLENIUM JAYA I,4/3/2017 0:00:00,4/2/2018 0:00:00,Purse Seine Small Pelagics,26.68,7.04,579,5/2/2017 7:02:00,6/20/2017 23:48:00,718
4956358,JIMMY INDAH VI,3/30/2016 0:00:00,3/29/2017 0:00:00,Longline Tuna,25.43,7.42,4692,1/4/2016 4:21:00,10/18/2016 2:51:00,2
4956360,4956360,3/8/2014 0:00:00,3/7/2015 0:00:00,Fish net/dragnet,33.75,8,8645,5/21/2014 4:14:00,6/30/2015 13:56:00,718
4956364,MERPATI - 2,9/22/2016 0:00:00,9/21/2017 0:00:00,Purse Seine Big Pelagics with one boat,23.89,6.96,3855,12/14/2016 0:00:00,6/13/2017 22:41:00,718
4956366,SAMUDRA MALUKU JAYA LIMA,5/28/2014 0:00:00,5/27/2015 0:00:00,Transporter,25.59,7.5,13962,1/1/2014 0:38:00,2/29/2016 12:42:00,"718, 715, 716"
4956370,ANTEVE ,1/20/2017 0:00:00,1/19/2018 0:00:00,"Lampara Seine Nets,Purse Seine Small Pelagics",23.72,7.1,2883,2/10/2017 1:41:00,6/20/2017 23:53:00,"711,711"
4956372,MAHAKAM JAYA,4/20/2017 0:00:00,4/19/2018 0:00:00,Longline Tuna,23.37,7.1,1359,4/19/2017 2:06:00,6/20/2017 23:09:00,2
4956374,BANDAR NELAYAN  2007,11/23/2016 0:00:00,11/22/2017 0:00:00,Transporter,26.87,7.65,662,10/24/2016 0:30:00,6/20/2017 23:54:00,
