Transmitter No,Name,
4898123,BAHARI TIMUR - 137,
4958126,BAHARI TIMUR 121,
4915614,BAHARI TIMUR 122,
4584370,BAHARI TIMUR 126,
4815844,BAHARI TIMUR 126,
4881749,BAHARI TIMUR 127,
4905069,BAHARI TIMUR 128,
4755854,BAHARI TIMUR 130,
73622,BAHARI TIMUR 133,
4567474,BAHARI TIMUR 134,
4907103,BAHARI TIMUR 134 (x CHARNG....),
4953797,BAHARI TIMUR 135,
4907133,BAHARI TIMUR 147,
4613840,BAHARI-16,
4814349,BAHARINDO 88,
4476691,BAHTERA GEMILANG,
4779562,BAHTERA GEMILANG,
40408629,BAHTERA HASIL - H,
9870,BAHTERA KENCANA,
109870,BAHTERA KENCANA,
40409794,BAHTERA LAJU,
40408501,BAHTERA LAJU REJEKI,
74046,BAHTERA MAKMUR,
4480935,BAHTERA NELAYAN,
4756031,BAHTERA SUKSES 01,
4751367,BAHTERA SUKSES 02,
4799220,BAHTERA SUKSES 03,
4756032,BAHTERA SUKSES 05,
4558590,BAHTERA WIJAYA,
4476771,BAITANI - 02,
4476770,BAITANI - 03,
102922,BAKU SAYANG - 01,
125389,BAKU SAYANG - 02,
41972,BAKU SAYANG - 03,
124495,BAKU SAYANG - 03,
133576,BAKU SAYANG - 05,
2922,BAKU SAYANG I,
86811707367,BALAI INDAH JAYA,
86811701480,BALAI JAYA,
86811701474,BALENO JAYA,
4478818,BALI INDAH,
4780196,BALI INDAH,
86811035721,BALI JAYA,
4917041,BALI JAYA - 188,
4960938,BALI JAYA - 189,
4504109,BALI JAYA - 190,
4949308,BALI JAYA - III,
4538663,BALI JAYA XXII,
4953776,BALI NUSA - 8,
128,BALI PACIFIK - 22,
4614856,BALI PACIFIK 22,
4965257,BALI PERMAI - 1,
4965260,BALI PERMAI - 168,
4960949,BALI PERMAI - 169,
4961348,BALI PERMAI - 68,
4830040,BALI PERMAI - II,
4958155,BALI PERMAI - III,
4964852,BALI PERMAI - VIII,
4958947,BALI PERMAI 189,
4620715,BALI PERMAI MAKMUR,
4614861,BALI PERMAI XXII,
4941365,BALI SEGARA 119,
4939197,BALI TUNA INDONESIA 10,
4613580,BANA WAYA - 22,
4957421,BANDA PEARL,
4542334,BANDAR ANGKUT JAYA - I,
4647428,BANDAR BAHARI - 10,
4647429,BANDAR BAHARI - 12,
4625130,BANDAR BAHARI - 18,
4861500,BANDAR BAHARI - 18,
4585180,BANDAR BAHARI - 19,
4619052,BANDAR BAHARI - 198,
4611023,BANDAR BAHARI - 20,
4631107,BANDAR BAHARI - 22,
4624207,BANDAR BAHARI - 23,
4587049,BANDAR BAHARI - 68,
4634503,BANDAR BAHARI 04,
4634515,BANDAR BAHARI 05,
4625581,BANDAR BAHARI-188,
40408504,BANDAR BARU - III,
40408663,BANDAR BARU -I,
40408692,BANDAR BARU II,
50271,BANDAR JAYA,
701,BANDAR JAYA - IX,
4571988,BANDAR JAYA - V,
31085973,BANDAR JAYA - VI,
7012,BANDAR JAYA - VIII,
4573721,BANDAR JAYA VIII,
4956374,BANDAR NELAYAN  2007,
4957412,BANDAR NELAYAN - 08,
4956249,BANDAR NELAYAN - 101,
4957177,BANDAR NELAYAN - 102,
4957182,BANDAR NELAYAN - 103,
4957408,BANDAR NELAYAN - 106,
4957430,BANDAR NELAYAN - 107,
4942458,BANDAR NELAYAN - 108,
4957407,BANDAR NELAYAN - 112,
4956268,BANDAR NELAYAN - 118,
4961349,BANDAR NELAYAN - 126,
4961356,BANDAR NELAYAN - 127,
4737769,BANDAR NELAYAN - 156,
4956262,BANDAR NELAYAN - 16,
4575828,BANDAR NELAYAN - 167,
4961346,BANDAR NELAYAN - 168,
4957403,BANDAR NELAYAN - 17,
4949306,BANDAR NELAYAN - 188,
4624198,BANDAR NELAYAN - 191,
4585185,BANDAR NELAYAN - 192,
4537836,BANDAR NELAYAN - 193,
4956257,BANDAR NELAYAN - 20,
4926120,BANDAR NELAYAN - 2006,
4816212,BANDAR NELAYAN - 2009,
4816217,BANDAR NELAYAN - 2010,
4716567,BANDAR NELAYAN - 2011,
4511998,BANDAR NELAYAN - 2012,
4511999,BANDAR NELAYAN - 2015,
4956244,BANDAR NELAYAN - 202,
4957437,BANDAR NELAYAN - 206,
4956382,BANDAR NELAYAN - 210,
4957402,BANDAR NELAYAN - 211,
4958133,BANDAR NELAYAN - 212,
4957404,BANDAR NELAYAN - 213,
4920749,BANDAR NELAYAN - 216,
4957419,BANDAR NELAYAN - 217,
4926123,BANDAR NELAYAN - 218,
4956242,BANDAR NELAYAN - 220,
4957431,BANDAR NELAYAN - 221,
4.95E+11,BANDAR NELAYAN - 221,
4957178,BANDAR NELAYAN - 222,
4957433,BANDAR NELAYAN - 223,
4935247,BANDAR NELAYAN - 226,
4920743,BANDAR NELAYAN - 228,
4956399,BANDAR NELAYAN - 23,
4957406,BANDAR NELAYAN - 230,
4956247,BANDAR NELAYAN - 231,
4957416,BANDAR NELAYAN - 232,
4917038,BANDAR NELAYAN - 233,
4933502,BANDAR NELAYAN - 236,
4957401,BANDAR NELAYAN - 237,
4926114,BANDAR NELAYAN - 238,
4964837,BANDAR NELAYAN - 26,
4926107,BANDAR NELAYAN - 260,
4956251,BANDAR NELAYAN - 261,
4956248,BANDAR NELAYAN - 262,
4917046,BANDAR NELAYAN - 267,
4957410,BANDAR NELAYAN - 268,
4939206,BANDAR NELAYAN - 27,
4964120,BANDAR NELAYAN - 270,
4933527,BANDAR NELAYAN - 271,
4926110,BANDAR NELAYAN - 272,
4949304,BANDAR NELAYAN - 273,
4933520,BANDAR NELAYAN - 276,
4933511,BANDAR NELAYAN - 277,
4956250,BANDAR NELAYAN - 278,
4964130,BANDAR NELAYAN - 280,
4920751,BANDAR NELAYAN - 281,
4957417,BANDAR NELAYAN - 282,
4861508,BANDAR NELAYAN - 283,
4949309,BANDAR NELAYAN - 287,
4942460,BANDAR NELAYAN - 288,
4549475,BANDAR NELAYAN - 298,
4537837,BANDAR NELAYAN - 301,
4522613,BANDAR NELAYAN - 305,
4933524,BANDAR NELAYAN - 31,
4848485,BANDAR NELAYAN - 32,
4956252,BANDAR NELAYAN - 33,
4614857,BANDAR NELAYAN - 35,
4957181,BANDAR NELAYAN - 36,
4957409,BANDAR NELAYAN - 37,
4957187,BANDAR NELAYAN - 38,
4575829,BANDAR NELAYAN - 50,
4905094,BANDAR NELAYAN - 55,
4956243,BANDAR NELAYAN - 58,
4905093,BANDAR NELAYAN - 60,
4614859,BANDAR NELAYAN - 65,
4957422,BANDAR NELAYAN - 68,
4867763,BANDAR NELAYAN - 70,
4867761,BANDAR NELAYAN - 75,
4957168,BANDAR NELAYAN - 78,
4611020,BANDAR NELAYAN - 80,
4956246,BANDAR NELAYAN - 81,
4957196,BANDAR NELAYAN - 82,
4957170,BANDAR NELAYAN - 83,
4956259,BANDAR NELAYAN - 86,
4956266,BANDAR NELAYAN - 87,
4956253,BANDAR NELAYAN - 88,
4633254,BANDAR NELAYAN - I,
4624199,BANDAR NELAYAN - II,
4624200,BANDAR NELAYAN - III,
4905095,BANDAR NELAYAN - VI,
4941361,BANDAR NELAYAN - XII,
4933516,BANDAR NELAYAN - XVIII,
4926119,BANDAR NELAYAN - XXI,
4926122,BANDAR NELAYAN - XXVIII,
4942463,BANDAR NELAYAN 123,
4942456,BANDAR NELAYAN 128,
4942461,BANDAR NELAYAN 138,
4611018,BANDAR NELAYAN 176,
4933495,BANDAR NELAYAN 2008,
4585186,BANDAR NELAYAN 2016,
4522615,BANDAR NELAYAN 2017,
4522614,BANDAR NELAYAN 2018,
4491097,BANDAR NELAYAN 2019,
4567686,BANDAR NELAYAN 2020,
4942465,BANDAR NELAYAN 208,
4549474,BANDAR NELAYAN 299,
4536259,BANDAR NELAYAN 302,
4491095,BANDAR NELAYAN 308,
4491092,BANDAR NELAYAN 309,
4491093,BANDAR NELAYAN 310,
4487793,BANDAR NELAYAN 501,
4487792,BANDAR NELAYAN 502,
4487791,BANDAR NELAYAN 503,
40408753,BANDAR NELAYAN 503,
4487790,BANDAR NELAYAN 505,
4487787,BANDAR NELAYAN 507,
4491096,BANDAR NELAYAN 512,
4491094,BANDAR NELAYAN 515,
4487794,BANDAR NELAYAN 516,
4491090,BANDAR NELAYAN 517,
4487788,BANDAR NELAYAN 518,
4469000,BANDAR NELAYAN 519,
4468999,BANDAR NELAYAN 521,
40409809,BANDAR NELAYAN IIA,
4569108,BANDAR NELAYAN UTAMA JAYA,
4964850,BANDAR NELAYAN XI,
4554331,BANDAR SENTOSA JAYA,
4543194,BANDAR SENTOSA JAYA - 19,
4543193,BANDAR SENTOSA JAYA - 29,
4543192,BANDAR SENTOSA JAYA - 39,
4521492,BANDAR SENTOSA JAYA - 9,
4556274,BANDAR SENTOSA JAYA - 9,
4939199,BANDAR TUNA - 31,
4816211,BANDAR TUNA - 33,
4892547,BANDAR TUNA - 36,
4926111,BANDAR TUNA - 37,
4941364,BANDAR TUNA - 38,
4611022,BANDAR TUNA JAYA - 18,
4577832,BANDAR UTAMA - I,
140422,BANGKA JAYA - 8,
2920,BANGKA JAYA - I,
102920,BANGKA JAYA - I,
86811707394,BANGKIT JAYA SENTOSA,
31057322,BANGKIT LAUTAN JAYA - 02,
4572137,BANGKIT LAUTAN JAYA - 03,
4618257,BANGKIT LAUTAN JAYA 5,
42292,BANGKIT SANTOSO,
40408908,BANGKIT SANTOSO,
4575609,BANYU PANGURIPAN,
4653248,BANYU URIP - I,
4629254,BANYU URIP AGUNG,
4818916,BANYU URIP AGUNG,
86811037048,BANYU URIP I,
4933501,BANYU URIP MAKMUR,
31076519,BANYU URIP MAKMUR,
4918050,BANYU URIP MAKMUR - 88,
31076519,BANYU URIP MAKMUR [1],
86811703166,BAROKA SAMUDRA,
4822275,BAROKAH,
4494658,BAROKAH - 99,
45611,BARONTAN,
42255,BARONTAN III,
4459374,BARU MAJU II,
4916126,BARUNA BATARA SAKTI,
4575143,BARUNA INDAH,
40512349,BARUNA LOYD - 1,
31085990,BARUNA LOYD - 2,
31072304,BARUNA NUSANTARA - 2,
31072304,BARUNA NUSANTARA -2,
40408979,BARUNA NUSANTARA II,
86811707378,BARUTAMA,
4481982,BATAM ASAHAN,
4.48E+11,BATAM ASAHAN [3],
86811704614,BATAM BAROE,
86811703825,BATAM BARU,
74147,BATAM JAYA,
4584375,BATAM MAS,
4553701,BATAM MAS 2,
R/2923/XII/2002/C,BAYSTARS - 1,
81474,BAYU MAKMUR,
81474,BAYU MAKMUR [1],
4917047,BEJO PERKASA,
86811008881,BELAWAN INDAH - V,
86811703486,BELAWAN INDAH - VI,
86811703505,BELAWAN INDAH - VII,
4684141,BELAWAN INDAH - X,
86811703489,BELAWAN INDAH - XII,
4958954,BENOA JAYA,
4926125,BENOA JAYA KARYA,
73789,BERINGIN JAYA - V,
87278,BERKAH BAHARI PANGESTU,
40408690,BERKAH ILLAHI,
4539565,BERKAH JAYA,
40408597,BERKAH JAYA,
31058872,BERKAH JAYA LESTARI,
4575836,BERKAH LESTARI BARU,
4916125,BERKAH MAKMUR,
40408861,BERKAH MELIMPAH,
40513985,BERKAH MELIMPAH - 12,
40513986,BERKAH MELIMPAH - 18,
40513987,BERKAH MELIMPAH - 22,
40515051,BERKAH MELIMPAH - 8,
4536107,BERKAH MELIMPAH - I,
4538624,BERKAH MELIMPAH II,
40408090,BERKAH MINA MAKMUR,
4477195,BERKAH MINA MAKMUR - I,
45209,BERKAH MINA RIZKI,
124794,BERKAH MINA RIZKI,
40408347,BERKAH MINA SAMUDRA,
31057325,BERKAH MINA SAMUDRA - 02,
31061009,BERKAH MINA SARI,
31076515,BERKAH MINA SAUDARA,
65272,BERKAH MULIA,
4821421,BERKAH RAHAYU - 2,
4887582,BERKAH RAHAYU - 3,
40408689,BERKAH RAHMAT,
4771016,BERKAH SAHABAT,
9924,BERKAH SAMOEDRA,
40512709,BERKAH SAMUDERA - 02,
31061006,BERKAH SAMUDERA - I,
4520232,BERKAH SAMUDERA 99,
140473,BERKAH SAMUDRA,
40408936,BERKAH SAMUDRA BAHARI,
40513615,BERKAH SEJAHTERA,
125139,BERKAH SEPAKAT - II,
40408409,BERKAH SURYA MINA,
86811705565,BERKAT - II,
4609895,BERKAT ANUGERAH - 01,
4781264,BERKAT BARUNA,
4615601,BERKAT CIPTA SUKSES,
4553687,BERKAT MARITIM,
4861476,BERKAT MENJALA No. 23,
4864285,BERKAT MENTARI - 08,
4864285,BERKAT MENTARI - 08 (xAGUNG ..),
4864286,BERKAT MENTARI - 88,
4556288,BERKAT MENTARI 08,
45325,BERKAT SAHABAT - II,
86811034954,BERKAT SAMUDRA,
31085988,BERKAT USAHA - 06,
4643520,BERKAT YAKIN,
4512034,BERLIAN ABADI,
4604050,BEST HORIZON,
4575591,BEST SEJAHTERA,
31100137,BETA SAMUDERA,
50564,BETA SAMUDRA,
4907117,BIANCA - 2,
4907117,BIANCA - 2 (x. CLARION No.1),
40408947,BILLY WIJAYA - 01,
4475348,BIMA - 88,
4554611,BIMA SAKTI,
4608701,BIMA SAKTI - VIII,
4619897,BIMA SAKTI II,
99662,BIMO - III,
4949249,BINA HASIL - I,
4.95E+11,BINA HASIL - I,
4934272,BINA HASIL JAYA - 8,
4613844,BINA HASIL JAYA -16,
4546307,BINA MAJU,
4752789,BINA MAJU,
42155,BINA SEJATI,
4573925,BINA SEJATI,
33473,BINA SENTOSA,
4572143,BINA SENTOSA,
86811035338,BINAMA  No. 10,
4544917,BINAMA  No. 11,
86811035778,BINAMA  No. 11,
86811034995,BINAMA  No. 15,
4544914,BINAMA  No. 7,
86811035661,BINAMA  No. 7,
4544915,BINAMA  No. 8,
86811035358,BINAMA  No. 8,
86811035641,BINAMA No. 16 (xNISSHO MARU 18),
4544912,BINAMA No. 17,
86811035702,BINAMA No. 17,
4544910,BINAMA No. 2,
4949248,BINAMA NO. 20,
4544911,BINAMA No. 3,
4544913,BINAMA No. 6,
4544909,BINAMA No.1,
86811035670,BINAMA No.1,
4546310,BINAMA No.5,
86811035773,BINAMA No.5,
17028,BINAR  91,
117028,BINAR  91,
81743,BINAR 10,
124582,BINAR 103,
124567,BINAR 105,
124485,BINAR 106,
81389,BINAR 11,
40511,BINAR 12,
44935,BINAR 16,
45225,BINAR 17,
124834,BINAR 17,
44938,BINAR 18,
44939,BINAR 19,
44961,BINAR 20,
45313,BINAR 21,
55598,BINAR 22tes,
90/PSDKP.4/TU.212/XI/2012,BINAR 22tes,
116844,BINAR 23,
3140,BINAR 24,
103140,BINAR 24,
3145,BINAR 25,
103145,BINAR 25,
103151,BINAR 26,
3151,BINAR 26 (xLIAO DA GAN YU18017),
103154,BINAR 27,
3154,BINAR 27 (xLIAO DA GAN YU18018),
116607,BINAR 28,
116608,BINAR 29,
9963,BINAR 30,
109963,BINAR 30,
42890,BINAR 31,
42896,BINAR 32,
44939,BINAR 33,
50703,BINAR 35,
50714,BINAR 36,
81437,BINAR 37,
81540,BINAR 38,
81411,BINAR 39,
81418,BINAR 50,
124713,BINAR 51,
124721,BINAR 52,
116609,BINAR 53,
116634,BINAR 55,
116636,BINAR 56,
44937,BINAR 57,
40510671,BINAR 58,
40510672,BINAR 59,
40510673,BINAR 60,
40510674,BINAR 61,
74115,BINAR 62,
74116,BINAR 63,
74117,BINAR 65,
74119,BINAR 66,
74120,BINAR 67,
74123,BINAR 68,
74124,BINAR 69,
74126,BINAR 70,
124560,BINAR 71,
124597,BINAR 72,
124568,BINAR 73,
40409920,BINAR 75,
40409921,BINAR 76,
81604,BINAR 77,
81608,BINAR 78,
81619,BINAR 79,
40409923,BINAR 80,
40409924,BINAR 81,
40409925,BINAR 82,
117150,BINAR 83,
117146,BINAR 85,
17143,BINAR 86,
117143,BINAR 86,
117143,BINAR 86 [1],
17140,BINAR 87,
117140,BINAR 87,
117140,BINAR 87 [1],
17009,BINAR 88,
117009,BINAR 88,
16915,BINAR 89,
116915,BINAR 89,
16671,BINAR 90,
116671,BINAR 90,
116671,BINAR 90 [1],
117028,BINAR 91 [1],
17155,BINAR 92,
117155,BINAR 92,
17152,BINAR 93,
117152,BINAR 93,
40510675,BINAR 97,
40510676,BINAR 98,
31061003,BINAR 99,
46939,BINAR SURYA - 06,
4572141,BINTAN BERSINAR,
4552507,BINTAN REZEKI,
41001,BINTANG  KASIH MAKMUR,
4612243,BINTANG  NEW J AND J,
942,BINTANG  TERANG - I,
40510637,BINTANG  TERANG - I,
159/Lan.1.3/SS.430/VI/2013,BINTANG  TERANG - II,
40511807,BINTANG - 1,
140122010,BINTANG - 2,
4573723,BINTANG - V,
4528280,BINTANG ABADI,
86811705501,BINTANG ABADI,
4905099,BINTANG AGRINDO - 88,
4953780,BINTANG AGRINDO MAKMUR,
4907102,BINTANG AGRINDO PERKASA,
4828081,BINTANG AGRINDO PRIMA,
4933490,BINTANG AGRINDO UTAMA,
4887559,BINTANG ALAM,
65204,BINTANG ANUGERAH,
4536939,BINTANG ANUGERAH - I,
4647432,BINTANG ANUGRAH,
4574392,BINTANG ANUGRAH WIJAYA,
4746463,BINTANG ANUGRAH WIJAYA,
55270,BINTANG ARINDO,
50290,BINTANG ARINDO - I,
35210,BINTANG ARINDO - II,
99432,BINTANG ARINDO - II,
70035,BINTANG ARINDO UTAMA,
4955191,BINTANG ASIA,
123787,BINTANG ASIA - II,
4934269,BINTANG BAHAGIA,
4485561,BINTANG BAHAGIA - 12,
4479149,BINTANG BAHAGIA - 3,
4570439,BINTANG BAHAGIA 6,
4479150,BINTANG BAHAGIA 7,
4538665,BINTANG BAHAGIA 8,
4634516,BINTANG BAHAGIA II,
4965269,BINTANG BAHAGIA JAYA,
50555,BINTANG BAHARI,
4911375,BINTANG BAHARI,
40408929,BINTANG BAHARI,
86811035800,BINTANG BAHARI,
40511637,BINTANG BAHARI - 88,
10105,BINTANG BAHARI SUKSES,
110105,BINTANG BAHARI SUKSES,
50399,BINTANG BARAT,
4573922,BINTANG BARAT,
40510445,BINTANG BARAT - 88,
4741739,BINTANG BARELANG - 11,
4741740,BINTANG BARELANG - 12,
4741741,BINTANG BARELANG - 14,
4741729,BINTANG BARELANG 01,
4741730,BINTANG BARELANG 02,
4741731,BINTANG BARELANG 03,
4741732,BINTANG BARELANG 04,
4741733,BINTANG BARELANG 05,
4741734,BINTANG BARELANG 06,
4741735,BINTANG BARELANG 07,
4741736,BINTANG BARELANG 08,
4741737,BINTANG BARELANG 09,
4741738,BINTANG BARELANG 10,
4881757,BINTANG BARELANG 10,
4571593,BINTANG BARU,
4650378,BINTANG BARU - I,
4881739,BINTANG BARU - I,
4624566,BINTANG BARU - III,
4881739,BINTANG BARU I,
4624565,BINTANG BARU II,
721,BINTANG BATAVIA - II,
40514373,BINTANG BERLIAN - 01,
4582469,BINTANG CAHAYA,
4898102,BINTANG CAHAYA,
4627971,BINTANG CIPTA SUKSES,
4634928,BINTANG DUNIA,
4.63E+11,BINTANG DUNIA,
40510449,BINTANG FORTUNA,
4.05E+12,BINTANG FORTUNA,
40510444,BINTANG FORTUNA - 1A,
4.05E+12,BINTANG FORTUNA - 1A,
40409974,BINTANG FORTUNA - I,
40510640,BINTANG HARAPAN,
40511056,BINTANG HOKI,
4584126,BINTANG INDAH,
4584377,BINTANG INDAH,
86811707412,BINTANG INDAH - I,
4590400,BINTANG INDAH - IV,
4793755,BINTANG INDAH - IV,
4623995,BINTANG INDAH - V,
4571591,BINTANG INDAH - VI,
4619072,BINTANG INDAH - VI,
4623996,BINTANG INDAH II,
4605010,BINTANG INDAH III,
4463375,BINTANG JAYA,
4605008,BINTANG JAYA,
4628648,BINTANG JAYA,
4952105,BINTANG JAYA - I,
124452,BINTANG JAYA - II,
86811707390,BINTANG JAYA - III,
4604081,BINTANG JAYA - VII,
73724,BINTANG JAYA -VI,
4654462,BINTANG JAYA 1,
124778,BINTANG JAYA 28,
124790,BINTANG JAYA 29,
4612044,BINTANG JAYA BARU - 2,
4553609,BINTANG JAYA BARU - I,
40408228,BINTANG JAYA II,
4675570,BINTANG JAYA MAKMUR,
4627623,BINTANG JAYA MANDIRI,
140122014,BINTANG JAYA VII [2],
4554470,BINTANG JEMBATAN LAUT,
4823604,BINTANG KASIH,
41001,BINTANG KASIH MAKMUR,
4958162,BINTANG KASIH UTAMA,
110006,BINTANG LAUT,
4575142,BINTANG LAUT,
31057348,BINTANG LAUT,
31085974,BINTANG LAUT - I,
86811707395,BINTANG LAUT - II,
4626963,BINTANG LAUT II,
4556677,BINTANG MAKMUR,
4608401,BINTANG MAKMUR,
4623398,BINTANG MAKMUR - II,
99571,BINTANG MANUNGGAL,
4548850,BINTANG MARS,
4573724,BINTANG MARS MAKMUR,
4600123,BINTANG MAS,
4714094,BINTANG MAS,
2792,BINTANG MAS ANDALAS,
102792,BINTANG MAS ANDALAS,
2804,BINTANG MAS ANUGERAH,
102804,BINTANG MAS ANUGRAH,
4785098,BINTANG MAS ATLANTIK,
4815619,BINTANG MAS BERLIAN,
4.82E+11,BINTANG MAS BERLIAN,
99663,BINTANG MAS CAHAYA,
4806936,BINTANG MAS CAKRA,
497/PSDKP.4/TU.212/IX/2013,BINTANG MAS CAKRA,
4939214,BINTANG MAS CEMERLANG,
40510205,BINTANG MAS CHAMPION,
99521,BINTANG MAS CHAMPION [1],
4957171,BINTANG MAS CITRA,
4824491,BINTANG MAS DELIMA,
4907137,BINTANG MAS DIAMOND,
4815400,BINTANG MAS FAVORIT,
40510275,BINTANG MAS GEBYAR -  A,
40510275,BINTANG MAS GEBYAR - A,
4824490,BINTANG MAS HARAPAN,
125118,BINTANG MAS INDAH,
97254,BINTANG MAS JAYA,
4587793,BINTANG MAS JAYA,
4757113,BINTANG MAS JAYA [1],
3047,BINTANG MAS KARTIKA,
103047,BINTANG MAS KARTIKA,
4956254,BINTANG MAS KHARISMA,
4961334,BINTANG MAS MAKMUR,
4555289,BINTANG MAS MARITIME,
4955184,BINTANG MAS MILLENIUM,
45547,BINTANG MAS MURNI,
31061092,BINTANG MAS MURNI,
99657,BINTANG MAS MUTIARA,
9968,BINTANG MAS NUSANTARA,
109968,BINTANG MAS NUSANTARA,
31061097,BINTANG MAS PATRIOT,
42223,BINTANG MAS PELOPOR,
4493111,BINTANG MAS PELOPOR,
86811703842,BINTANG MAS PELOPOR,
4843613,BINTANG MAS PERINTIS,
40409679,BINTANG MAS PERMATA,
4.04E+12,BINTANG MAS PERMATA,
3108,BINTANG MAS PERSADA,
103108,BINTANG MAS PERSADA,
4824489,BINTANG MAS PIONEER,
40408556,BINTANG MAS PRATAMA,
31058876,BINTANG MAS PRIMA 01,
9997,BINTANG MAS REJEKI,
109997,BINTANG MAS REJEKI,
4574108,BINTANG MAS REJEKI,
40409572,BINTANG MAS REMBULAN - I,
4905075,BINTANG MAS SAMUDERA,
4567484,BINTANG MAS SAMUDRA - A,
4507481,BINTANG MAS SAMUDRA - I,
40408055,BINTANG MAS SANTIKA,
4907101,BINTANG MAS SEJATI,
4820753,BINTANG MAS SEMPURNA,
86811704182,BINTANG MAS SINAR,
3104,BINTANG MAS SUKSES,
103104,BINTANG MAS SUKSES,
40510050,BINTANG MAS TERANG,
4824491,BINTANG MAS TIMUR,
40409793,BINTANG MAS UNION,
42249,BINTANG MAS VICTORY,
4941358,BINTANG MAS WAHID,
124791,BINTANG MINA SAMUDERA,
31110396,BINTANG MULIA,
31110396,BINTANG MULIA [1],
86811035784,BINTANG MUSTIKA,
4958158,BINTANG MUTIARA,
4933479,BINTANG MUTIARA I,
4517334,BINTANG MUTIARA JAYA,
4957405,BINTANG MUTIARA VIII,
4965253,BINTANG MUTIARA XVIII,
4587961,BINTANG NATUNA,
4698956,BINTANG NATUNA,
87247,BINTANG NUSANTARA,
31121692,BINTANG NUSANTARA,
4557014,BINTANG PELITA SEJATI,
73714,BINTANG PERKASA,
140629,BINTANG PERKASA,
4463376,BINTANG PERMATA,
50370,BINTANG PERMATA BAHARI,
3123,BINTANG PUTRA MANDIRI,
74141,BINTANG PUTRA MANDIRI - A,
103123,BINTANG PUTRA MANDIRI - B,
40408650,BINTANG PUTRA MANDIRI - K,
110010,BINTANG PUTRA MANDIRI - V,
4569102,BINTANG RAYA,
86811035795,BINTANG REDJEKI,
50419,BINTANG REJEKI,
40510209,BINTANG REJEKI,
73612,BINTANG REJEKI - 8,
65239,BINTANG REJEKI - A,
74047,BINTANG REJEKI - B,
7404754321,BINTANG REJEKI - B,
74048,BINTANG REJEKI - V,
31085786,BINTANG REMAJA PUTRA,
4911381,BINTANG REZEKI,
4911385,BINTANG REZEKI KEMBAR,
4548903,BINTANG SABENA,
4752790,BINTANG SABENA,
73613,BINTANG SAMPURNA - A,
74143,BINTANG SAMPURNA - A,
3121,BINTANG SAMPURNA - B,
103121,BINTANG SAMPURNA - B,
116639,BINTANG SAMPURNA JAYA,
140257,BINTANG SAMPURNA JAYA - A,
4575141,BINTANG SAMUDERA,
4643106,BINTANG SAMUDERA,
4672251,BINTANG SAMUDERA  I,
4939218,BINTANG SAMUDERA - 01,
4934258,BINTANG SAMUDERA - 07,
4939210,BINTANG SAMUDERA - 08,
4911362,BINTANG SAMUDERA - 11,
4477159,BINTANG SAMUDERA - II,
4888268,BINTANG SAMUDERA DUNIA,
86811038820,BINTANG SAMUDERA I,
4604082,BINTANG SAMUDERA II,
42193,BINTANG SAMUDERA SEJATI,
4556749,BINTANG SAMUDERA SEJATI,
40408240,BINTANG SAMUDRA,
4887553,BINTANG SAMUDRA - 09,
663,BINTANG SAMUDRA - 68,
4905088,BINTANG SAMUDRA - 88,
40512447,BINTANG SAMUDRA - Q,
4933525,BINTANG SAMUDRA 03,
40512339,BINTANG SAMUDRA A.S,
4517904,BINTANG SAMUDRA KING,
4556748,BINTANG SAMUDRA MEKAR,
73652,BINTANG SAMUDRA PERKASA,
4474642,BINTANG SAMUDRA PRIMA,
86811035643,BINTANG SAMUDRA PRIMA,
124476,BINTANG SAMUDRA PRO,
40408498,BINTANG SAUDARA - I,
4669390,BINTANG SEJAHTERA,
31070049,BINTANG SEJAHTERA,
40510931,BINTANG SEJAHTERA - 18,
31100136,BINTANG SEJAHTERA - 28,
40408934,BINTANG SEJAHTERA - I,
31070049,BINTANG SEJAHTERA [2],
40408685,BINTANG SEJAHTERA 8,
97265,BINTANG SEJATI I,
871,BINTANG SELAMAT,
40510719,BINTANG SELAMAT,
45253,BINTANG SELATAN,
4898135,BINTANG SEMESTA,
65108,BINTANG SINAR REJEKI,
4617252,BINTANG SLAMET,
4612039,BINTANG SUKSES ABADI,
74059,BINTANG SUKSES MAKMUR - 12,
4907108,BINTANG SUKSES MAKMUR - 8,
31051925,BINTANG SUKSES MANDIRI,
40408648,BINTANG SUKSES MANDIRI - 8,
140251,BINTANG SUKSES MANDIRI - A,
86811035651,BINTANG SUMBER HASIL - A,
65237,BINTANG SUMBER HASIL - B,
65164,BINTANG SUMBER JAYA - 18,
125097,BINTANG SUMBER JAYA - 9,
86811035663,BINTANG SUMBER JAYA - 9,
73962,BINTANG SUMBER JAYA - B,
65144,BINTANG SUMBER MAS,
86811035650,BINTANG SUMBER MAS - A,
65143,BINTANG SUMBER MAS - B,
65227,BINTANG SUMBER MAS - V,
40876,BINTANG SUMBER REJEKI,
40409961,BINTANG SUMBER REJEKI,
4907129,BINTANG SURYA,
40408596,BINTANG SURYA,
4459656,BINTANG SURYA III,
4848494,BINTANG TEMAN JAYA,
116838,BINTANG TENAR,
42239,BINTANG TERANG,
4502183,BINTANG TERANG,
40409613,BINTANG TERANG,
4644751,BINTANG TERANG I,
86811035794,BINTANG TERANG I,
45210,BINTANG TIMUR,
4664586,BINTANG TIMUR,
4926121,BINTANG TIMUR,
40408932,BINTANG TIMUR,
4905097,BINTANG TIMUR - 04,
